Time,Value,Source
2005-10-01,195.2,CUSR0000SEFV
2005-11-01,195.6,CUSR0000SEFV
2005-12-01,196,CUSR0000SEFV
2006-01-01,196.6,CUSR0000SEFV
2006-02-01,197.2,CUSR0000SEFV
2006-03-01,197.6,CUSR0000SEFV
2006-04-01,198,CUSR0000SEFV
2006-05-01,198.7,CUSR0000SEFV
2006-06-01,199.2,CUSR0000SEFV
2006-07-01,199.7,CUSR0000SEFV
2006-08-01,200.2,CUSR0000SEFV
2006-09-01,200.5,CUSR0000SEFV
2006-10-01,201.1,CUSR0000SEFV
2006-11-01,201.6,CUSR0000SEFV
2006-12-01,202.2,CUSR0000SEFV
2007-01-01,203.171,CUSR0000SEFV
2007-02-01,203.909,CUSR0000SEFV
2007-03-01,204.082,CUSR0000SEFV
2007-04-01,204.725,CUSR0000SEFV
2007-05-01,205.233,CUSR0000SEFV
2007-06-01,205.934,CUSR0000SEFV
2007-07-01,206.931,CUSR0000SEFV
2007-08-01,207.756,CUSR0000SEFV
2007-09-01,208.805,CUSR0000SEFV
2007-10-01,209.275,CUSR0000SEFV
2007-11-01,209.854,CUSR0000SEFV
2007-12-01,210.233,CUSR0000SEFV
2008-01-01,211.07,CUSR0000SEFV
2008-02-01,211.878,CUSR0000SEFV
2008-03-01,212.537,CUSR0000SEFV
2008-04-01,213.083,CUSR0000SEFV
2008-05-01,213.967,CUSR0000SEFV
2008-06-01,215.015,CUSR0000SEFV
2008-07-01,216.376,CUSR0000SEFV
2008-08-01,217.063,CUSR0000SEFV
2008-09-01,218.225,CUSR0000SEFV
2008-10-01,219.29,CUSR0000SEFV
2008-11-01,220.043,CUSR0000SEFV
2008-12-01,220.684,CUSR0000SEFV
2009-01-01,221.319,CUSR0000SEFV
2009-02-01,221.968,CUSR0000SEFV
2009-03-01,222.216,CUSR0000SEFV
2009-04-01,222.905,CUSR0000SEFV
2009-05-01,223.023,CUSR0000SEFV
2009-06-01,223.163,CUSR0000SEFV
2009-07-01,223.345,CUSR0000SEFV
2009-08-01,223.675,CUSR0000SEFV
2009-09-01,224.003,CUSR0000SEFV
2009-10-01,224.224,CUSR0000SEFV
2009-11-01,224.633,CUSR0000SEFV
2009-12-01,224.789,CUSR0000SEFV
2010-01-01,224.916,CUSR0000SEFV
2010-02-01,225.081,CUSR0000SEFV
2010-03-01,224.991,CUSR0000SEFV
2010-04-01,225.276,CUSR0000SEFV
2010-05-01,225.573,CUSR0000SEFV
2010-06-01,225.797,CUSR0000SEFV
2010-07-01,225.71,CUSR0000SEFV
2010-08-01,226.422,CUSR0000SEFV
2010-09-01,227.075,CUSR0000SEFV
2010-10-01,227.287,CUSR0000SEFV
2010-11-01,227.512,CUSR0000SEFV
2010-12-01,227.722,CUSR0000SEFV
2011-01-01,228.181,CUSR0000SEFV
2011-02-01,228.606,CUSR0000SEFV
2011-03-01,229.282,CUSR0000SEFV
2011-04-01,230.082,CUSR0000SEFV
2011-05-01,230.501,CUSR0000SEFV
2011-06-01,231.097,CUSR0000SEFV
2011-07-01,231.58,CUSR0000SEFV
2011-08-01,232.513,CUSR0000SEFV
2011-09-01,233.032,CUSR0000SEFV
2011-10-01,233.459,CUSR0000SEFV
2011-11-01,234.046,CUSR0000SEFV
2011-12-01,234.435,CUSR0000SEFV
2012-01-01,235.268,CUSR0000SEFV
2012-02-01,235.603,CUSR0000SEFV
2012-03-01,236.073,CUSR0000SEFV
2012-04-01,236.695,CUSR0000SEFV
2012-05-01,237.262,CUSR0000SEFV
2012-06-01,237.839,CUSR0000SEFV
2012-07-01,238.337,CUSR0000SEFV
2012-08-01,239.057,CUSR0000SEFV
2012-09-01,239.565,CUSR0000SEFV
2012-10-01,239.742,CUSR0000SEFV
2012-11-01,240.038,CUSR0000SEFV
2012-12-01,240.359,CUSR0000SEFV
2013-01-01,240.713,CUSR0000SEFV
2013-02-01,240.93,CUSR0000SEFV
2013-03-01,241.409,CUSR0000SEFV
2013-04-01,242.236,CUSR0000SEFV
2013-05-01,242.642,CUSR0000SEFV
2013-06-01,243.016,CUSR0000SEFV
2013-07-01,243.409,CUSR0000SEFV
2013-08-01,243.811,CUSR0000SEFV
2013-09-01,244.036,CUSR0000SEFV
2013-10-01,244.35,CUSR0000SEFV
2013-11-01,244.97,CUSR0000SEFV
2013-12-01,245.3,CUSR0000SEFV
2014-01-01,245.481,CUSR0000SEFV
2014-02-01,246.187,CUSR0000SEFV
2014-03-01,246.878,CUSR0000SEFV
2014-04-01,247.534,CUSR0000SEFV
2014-05-01,247.952,CUSR0000SEFV
2014-06-01,248.445,CUSR0000SEFV
2014-07-01,249.21,CUSR0000SEFV
2014-08-01,249.801,CUSR0000SEFV
2014-09-01,250.57,CUSR0000SEFV
2014-10-01,251.1,CUSR0000SEFV
2014-11-01,251.987,CUSR0000SEFV
2014-12-01,252.628,CUSR0000SEFV
2015-01-01,253.037,CUSR0000SEFV
2015-02-01,253.719,CUSR0000SEFV
2015-03-01,254.108,CUSR0000SEFV
2015-04-01,254.727,CUSR0000SEFV
2015-05-01,255.322,CUSR0000SEFV
2015-06-01,255.846,CUSR0000SEFV
2015-07-01,255.905,CUSR0000SEFV
2015-08-01,256.449,CUSR0000SEFV
2015-09-01,257.83,CUSR0000SEFV
2015-10-01,258.363,CUSR0000SEFV
2015-11-01,258.805,CUSR0000SEFV
2015-12-01,259.097,CUSR0000SEFV
2016-01-01,259.958,CUSR0000SEFV
2016-02-01,260.319,CUSR0000SEFV
2016-03-01,260.883,CUSR0000SEFV
2016-04-01,261.517,CUSR0000SEFV
2016-05-01,262.074,CUSR0000SEFV
2016-06-01,262.529,CUSR0000SEFV
2016-07-01,263.051,CUSR0000SEFV
2016-08-01,263.649,CUSR0000SEFV
2016-09-01,264.102,CUSR0000SEFV
2016-10-01,264.459,CUSR0000SEFV
2016-11-01,264.699,CUSR0000SEFV
2016-12-01,265.104,CUSR0000SEFV
2017-01-01,266.079,CUSR0000SEFV
2017-02-01,266.626,CUSR0000SEFV
2017-03-01,267.055,CUSR0000SEFV
2017-04-01,267.652,CUSR0000SEFV
2017-05-01,268.128,CUSR0000SEFV
2017-06-01,268.225,CUSR0000SEFV
2017-07-01,268.649,CUSR0000SEFV
2017-08-01,269.522,CUSR0000SEFV
2017-09-01,270.353,CUSR0000SEFV
2017-10-01,270.658,CUSR0000SEFV
2017-11-01,271.152,CUSR0000SEFV
2017-12-01,271.811,CUSR0000SEFV
2018-01-01,272.772,CUSR0000SEFV
2018-02-01,273.435,CUSR0000SEFV
2018-03-01,273.733,CUSR0000SEFV
2018-04-01,274.393,CUSR0000SEFV
2018-05-01,275.307,CUSR0000SEFV
2018-06-01,275.808,CUSR0000SEFV
2018-07-01,276.125,CUSR0000SEFV
2018-08-01,276.648,CUSR0000SEFV
2018-09-01,277.258,CUSR0000SEFV
2018-10-01,277.513,CUSR0000SEFV
2018-11-01,278.306,CUSR0000SEFV
2018-12-01,279.419,CUSR0000SEFV
2019-01-01,280.38,CUSR0000SEFV
2019-02-01,281.373,CUSR0000SEFV
2019-03-01,281.887,CUSR0000SEFV
2019-04-01,282.798,CUSR0000SEFV
2019-05-01,283.394,CUSR0000SEFV
2019-06-01,284.316,CUSR0000SEFV
2019-07-01,284.891,CUSR0000SEFV
2019-08-01,285.507,CUSR0000SEFV
2019-09-01,286.246,CUSR0000SEFV
2019-10-01,286.791,CUSR0000SEFV
2019-11-01,287.255,CUSR0000SEFV
2019-12-01,288.078,CUSR0000SEFV
2020-01-01,289.137,CUSR0000SEFV
2020-02-01,289.781,CUSR0000SEFV
2020-03-01,290.216,CUSR0000SEFV
2020-04-01,290.639,CUSR0000SEFV
2020-05-01,291.709,CUSR0000SEFV
2020-06-01,293.219,CUSR0000SEFV
2020-07-01,294.599,CUSR0000SEFV
2020-08-01,295.437,CUSR0000SEFV
2020-09-01,297.08,CUSR0000SEFV
2020-10-01,297.893,CUSR0000SEFV
2020-11-01,298.253,CUSR0000SEFV
2020-12-01,299.369,CUSR0000SEFV
2021-01-01,300.382,CUSR0000SEFV
2021-02-01,300.54,CUSR0000SEFV
2021-03-01,300.897,CUSR0000SEFV
2021-04-01,301.819,CUSR0000SEFV
2021-05-01,303.481,CUSR0000SEFV
2021-06-01,305.634,CUSR0000SEFV
2021-07-01,308.023,CUSR0000SEFV
2021-08-01,309.336,CUSR0000SEFV
2021-09-01,310.996,CUSR0000SEFV
2021-10-01,313.592,CUSR0000SEFV
2021-11-01,315.481,CUSR0000SEFV
2021-12-01,317.372,CUSR0000SEFV
2022-01-01,319.471,CUSR0000SEFV
2022-02-01,320.88,CUSR0000SEFV
2022-03-01,321.689,CUSR0000SEFV
2022-04-01,323.559,CUSR0000SEFV
2022-05-01,325.952,CUSR0000SEFV
2022-06-01,329.033,CUSR0000SEFV
2022-07-01,331.342,CUSR0000SEFV
2022-08-01,334.212,CUSR0000SEFV
2022-09-01,337.369,CUSR0000SEFV
2022-10-01,340.532,CUSR0000SEFV
2022-11-01,342.266,CUSR0000SEFV
1998-01-01,100.1,CUSR0000SEFV05
1998-02-01,100.5,CUSR0000SEFV05
1998-03-01,100.5,CUSR0000SEFV05
1998-04-01,100.9,CUSR0000SEFV05
1998-05-01,100.9,CUSR0000SEFV05
1998-06-01,101.5,CUSR0000SEFV05
1998-07-01,101.7,CUSR0000SEFV05
1998-08-01,102.2,CUSR0000SEFV05
1998-09-01,102.3,CUSR0000SEFV05
1998-10-01,102.3,CUSR0000SEFV05
1998-11-01,102.9,CUSR0000SEFV05
1998-12-01,103.2,CUSR0000SEFV05
1999-01-01,103.4,CUSR0000SEFV05
1999-02-01,103.7,CUSR0000SEFV05
1999-03-01,103.9,CUSR0000SEFV05
1999-04-01,104.3,CUSR0000SEFV05
1999-05-01,104.7,CUSR0000SEFV05
1999-06-01,104.9,CUSR0000SEFV05
1999-07-01,105.6,CUSR0000SEFV05
1999-08-01,105.7,CUSR0000SEFV05
1999-09-01,106,CUSR0000SEFV05
1999-10-01,106.4,CUSR0000SEFV05
1999-11-01,106.5,CUSR0000SEFV05
1999-12-01,106.7,CUSR0000SEFV05
2000-01-01,107.4,CUSR0000SEFV05
2000-02-01,107.9,CUSR0000SEFV05
2000-03-01,108.1,CUSR0000SEFV05
2000-04-01,108.3,CUSR0000SEFV05
2000-05-01,108.4,CUSR0000SEFV05
2000-06-01,108.6,CUSR0000SEFV05
2000-07-01,108.7,CUSR0000SEFV05
2000-08-01,109.3,CUSR0000SEFV05
2000-09-01,109.6,CUSR0000SEFV05
2000-10-01,110.1,CUSR0000SEFV05
2000-11-01,110.6,CUSR0000SEFV05
2000-12-01,111,CUSR0000SEFV05
2001-01-01,111.3,CUSR0000SEFV05
2001-02-01,111.4,CUSR0000SEFV05
2001-03-01,111.8,CUSR0000SEFV05
2001-04-01,112,CUSR0000SEFV05
2001-05-01,112.7,CUSR0000SEFV05
2001-06-01,112.9,CUSR0000SEFV05
2001-07-01,113.9,CUSR0000SEFV05
2001-08-01,114.3,CUSR0000SEFV05
2001-09-01,115,CUSR0000SEFV05
2001-10-01,115.1,CUSR0000SEFV05
2001-11-01,115.1,CUSR0000SEFV05
2001-12-01,115.4,CUSR0000SEFV05
2002-01-01,115.6,CUSR0000SEFV05
2002-02-01,115.8,CUSR0000SEFV05
2002-03-01,116.4,CUSR0000SEFV05
2002-04-01,117.1,CUSR0000SEFV05
2002-05-01,117.3,CUSR0000SEFV05
2002-06-01,117.8,CUSR0000SEFV05
2002-07-01,117.7,CUSR0000SEFV05
2002-08-01,118.1,CUSR0000SEFV05
2002-09-01,118.6,CUSR0000SEFV05
2002-10-01,118.8,CUSR0000SEFV05
2002-11-01,119.5,CUSR0000SEFV05
2002-12-01,119.8,CUSR0000SEFV05
2003-01-01,119.9,CUSR0000SEFV05
2003-02-01,120.2,CUSR0000SEFV05
2003-03-01,120.4,CUSR0000SEFV05
2003-04-01,120.4,CUSR0000SEFV05
2003-05-01,120.5,CUSR0000SEFV05
2003-06-01,121.2,CUSR0000SEFV05
2003-07-01,121.3,CUSR0000SEFV05
2003-08-01,121.4,CUSR0000SEFV05
2003-09-01,121.8,CUSR0000SEFV05
2003-10-01,122.3,CUSR0000SEFV05
2003-11-01,122.7,CUSR0000SEFV05
2003-12-01,122.9,CUSR0000SEFV05
2004-01-01,123.9,CUSR0000SEFV05
2004-02-01,124,CUSR0000SEFV05
2004-03-01,124.1,CUSR0000SEFV05
2004-04-01,124.7,CUSR0000SEFV05
2004-05-01,124.8,CUSR0000SEFV05
2004-06-01,124.8,CUSR0000SEFV05
2004-07-01,125.1,CUSR0000SEFV05
2004-08-01,125.4,CUSR0000SEFV05
2004-09-01,125.9,CUSR0000SEFV05
2004-10-01,126.8,CUSR0000SEFV05
2004-11-01,126.7,CUSR0000SEFV05
2004-12-01,127,CUSR0000SEFV05
2005-01-01,127.5,CUSR0000SEFV05
2005-02-01,128.7,CUSR0000SEFV05
2005-03-01,129.4,CUSR0000SEFV05
2005-04-01,129.6,CUSR0000SEFV05
2005-05-01,130.3,CUSR0000SEFV05
2005-06-01,131.6,CUSR0000SEFV05
2005-07-01,132,CUSR0000SEFV05
2005-08-01,132.6,CUSR0000SEFV05
2005-09-01,133.2,CUSR0000SEFV05
2005-10-01,133.5,CUSR0000SEFV05
2005-11-01,133.7,CUSR0000SEFV05
2005-12-01,133.7,CUSR0000SEFV05
2006-01-01,134.1,CUSR0000SEFV05
2006-02-01,134.7,CUSR0000SEFV05
2006-03-01,135.2,CUSR0000SEFV05
2006-04-01,135.8,CUSR0000SEFV05
2006-05-01,136,CUSR0000SEFV05
2006-06-01,136.3,CUSR0000SEFV05
2006-07-01,136.8,CUSR0000SEFV05
2006-08-01,137.3,CUSR0000SEFV05
2006-09-01,137.6,CUSR0000SEFV05
2006-10-01,138,CUSR0000SEFV05
2006-11-01,138.6,CUSR0000SEFV05
2006-12-01,139.1,CUSR0000SEFV05
2007-01-01,140.919,CUSR0000SEFV05
2007-02-01,141.626,CUSR0000SEFV05
2007-03-01,141.366,CUSR0000SEFV05
2007-04-01,143.155,CUSR0000SEFV05
2007-05-01,143.16,CUSR0000SEFV05
2007-06-01,143.157,CUSR0000SEFV05
2007-07-01,144.785,CUSR0000SEFV05
2007-08-01,145.376,CUSR0000SEFV05
2007-09-01,146.752,CUSR0000SEFV05
2007-10-01,146.074,CUSR0000SEFV05
2007-11-01,146.628,CUSR0000SEFV05
2007-12-01,145.814,CUSR0000SEFV05
2008-01-01,146.649,CUSR0000SEFV05
2008-02-01,148.385,CUSR0000SEFV05
2008-03-01,148.564,CUSR0000SEFV05
2008-04-01,148.667,CUSR0000SEFV05
2008-05-01,149.666,CUSR0000SEFV05
2008-06-01,149.873,CUSR0000SEFV05
2008-07-01,151.12,CUSR0000SEFV05
2008-08-01,151.133,CUSR0000SEFV05
2008-09-01,152.04,CUSR0000SEFV05
2008-10-01,153.544,CUSR0000SEFV05
2008-11-01,153.978,CUSR0000SEFV05
2008-12-01,154.062,CUSR0000SEFV05
2009-01-01,153.402,CUSR0000SEFV05
2009-02-01,154.726,CUSR0000SEFV05
2009-03-01,154.414,CUSR0000SEFV05
2009-04-01,155.099,CUSR0000SEFV05
2009-05-01,155.099,CUSR0000SEFV05
2009-06-01,155.841,CUSR0000SEFV05
2009-07-01,156.57,CUSR0000SEFV05
2009-08-01,156.697,CUSR0000SEFV05
2009-09-01,157.302,CUSR0000SEFV05
2009-10-01,157.056,CUSR0000SEFV05
2009-11-01,157.027,CUSR0000SEFV05
2009-12-01,156.99,CUSR0000SEFV05
2010-01-01,157.517,CUSR0000SEFV05
2010-02-01,158.569,CUSR0000SEFV05
2010-03-01,158.657,CUSR0000SEFV05
2010-04-01,158.738,CUSR0000SEFV05
2010-05-01,158.529,CUSR0000SEFV05
2010-06-01,159.271,CUSR0000SEFV05
2010-07-01,159.338,CUSR0000SEFV05
2010-08-01,159.517,CUSR0000SEFV05
2010-09-01,160.072,CUSR0000SEFV05
2010-10-01,160.036,CUSR0000SEFV05
2010-11-01,160.392,CUSR0000SEFV05
2010-12-01,160.681,CUSR0000SEFV05
2011-01-01,160.643,CUSR0000SEFV05
2011-02-01,161.836,CUSR0000SEFV05
2011-03-01,161.886,CUSR0000SEFV05
2011-04-01,162.218,CUSR0000SEFV05
2011-05-01,162.483,CUSR0000SEFV05
2011-06-01,162.494,CUSR0000SEFV05
2011-07-01,162.971,CUSR0000SEFV05
2011-08-01,163.468,CUSR0000SEFV05
2011-09-01,163.334,CUSR0000SEFV05
2011-10-01,163.978,CUSR0000SEFV05
2011-11-01,164.12,CUSR0000SEFV05
2011-12-01,164.095,CUSR0000SEFV05
2012-01-01,165.884,CUSR0000SEFV05
2012-02-01,165.566,CUSR0000SEFV05
2012-03-01,165.367,CUSR0000SEFV05
2012-04-01,165.5,CUSR0000SEFV05
2012-05-01,165.671,CUSR0000SEFV05
2012-06-01,166.406,CUSR0000SEFV05
2012-07-01,166.538,CUSR0000SEFV05
2012-08-01,166.759,CUSR0000SEFV05
2012-09-01,167.215,CUSR0000SEFV05
2012-10-01,167.475,CUSR0000SEFV05
2012-11-01,167.835,CUSR0000SEFV05
2012-12-01,167.816,CUSR0000SEFV05
2013-01-01,168.126,CUSR0000SEFV05
2013-02-01,168.142,CUSR0000SEFV05
2013-03-01,168.816,CUSR0000SEFV05
2013-04-01,169.45,CUSR0000SEFV05
2013-05-01,169.165,CUSR0000SEFV05
2013-06-01,169.331,CUSR0000SEFV05
2013-07-01,169.371,CUSR0000SEFV05
2013-08-01,169.64,CUSR0000SEFV05
2013-09-01,170.17,CUSR0000SEFV05
2013-10-01,170.356,CUSR0000SEFV05
2013-11-01,171.608,CUSR0000SEFV05
2013-12-01,171.467,CUSR0000SEFV05
2014-01-01,171.15,CUSR0000SEFV05
2014-02-01,172.126,CUSR0000SEFV05
2014-03-01,172.993,CUSR0000SEFV05
2014-04-01,173.546,CUSR0000SEFV05
2014-05-01,174.005,CUSR0000SEFV05
2014-06-01,174.58,CUSR0000SEFV05
2014-07-01,174.357,CUSR0000SEFV05
2014-08-01,174.05,CUSR0000SEFV05
2014-09-01,174.462,CUSR0000SEFV05
2014-10-01,174.271,CUSR0000SEFV05
2014-11-01,174.653,CUSR0000SEFV05
2014-12-01,174.949,CUSR0000SEFV05
2015-01-01,174.953,CUSR0000SEFV05
2015-02-01,176.589,CUSR0000SEFV05
2015-03-01,177.551,CUSR0000SEFV05
2015-04-01,178.057,CUSR0000SEFV05
2015-05-01,179.463,CUSR0000SEFV05
2015-06-01,181.339,CUSR0000SEFV05
2015-07-01,181.165,CUSR0000SEFV05
2015-08-01,180.918,CUSR0000SEFV05
2015-09-01,180.822,CUSR0000SEFV05
2015-10-01,180.884,CUSR0000SEFV05
2015-11-01,181.63,CUSR0000SEFV05
2015-12-01,182.131,CUSR0000SEFV05
2016-01-01,182.271,CUSR0000SEFV05
2016-02-01,182.354,CUSR0000SEFV05
2016-03-01,182.32,CUSR0000SEFV05
2016-04-01,182.554,CUSR0000SEFV05
2016-05-01,182.692,CUSR0000SEFV05
2016-06-01,182.746,CUSR0000SEFV05
2016-07-01,182.889,CUSR0000SEFV05
2016-08-01,182.957,CUSR0000SEFV05
2016-09-01,182.669,CUSR0000SEFV05
2016-10-01,183.035,CUSR0000SEFV05
2016-11-01,183.031,CUSR0000SEFV05
2016-12-01,182.786,CUSR0000SEFV05
2017-01-01,182.97,CUSR0000SEFV05
2017-02-01,183.254,CUSR0000SEFV05
2017-03-01,183.752,CUSR0000SEFV05
2017-04-01,183.544,CUSR0000SEFV05
2017-05-01,183.365,CUSR0000SEFV05
2017-06-01,183.979,CUSR0000SEFV05
2017-07-01,183.991,CUSR0000SEFV05
2017-08-01,185.074,CUSR0000SEFV05
2017-09-01,185.586,CUSR0000SEFV05
2017-10-01,185.758,CUSR0000SEFV05
2017-11-01,186.439,CUSR0000SEFV05
2017-12-01,186.869,CUSR0000SEFV05
2018-01-01,188.329,CUSR0000SEFV05
2018-02-01,188.343,CUSR0000SEFV05
2018-03-01,187.884,CUSR0000SEFV05
2018-04-01,192.251,CUSR0000SEFV05
2018-05-01,192.364,CUSR0000SEFV05
2018-06-01,192.373,CUSR0000SEFV05
2018-07-01,192.802,CUSR0000SEFV05
2018-08-01,192.907,CUSR0000SEFV05
2018-09-01,193.123,CUSR0000SEFV05
2018-10-01,193.155,CUSR0000SEFV05
2018-11-01,194.208,CUSR0000SEFV05
2018-12-01,194.397,CUSR0000SEFV05
2019-01-01,194.422,CUSR0000SEFV05
2019-02-01,194.36,CUSR0000SEFV05
2019-03-01,195.182,CUSR0000SEFV05
2019-04-01,195.17,CUSR0000SEFV05
2019-05-01,194.857,CUSR0000SEFV05
2019-06-01,196.262,CUSR0000SEFV05
2019-07-01,196.711,CUSR0000SEFV05
2019-08-01,196.744,CUSR0000SEFV05
2019-09-01,197.715,CUSR0000SEFV05
2019-10-01,198.339,CUSR0000SEFV05
2019-11-01,198.339,CUSR0000SEFV05
2019-12-01,198.31,CUSR0000SEFV05
2020-01-01,198.249,CUSR0000SEFV05
2020-02-01,198.475,CUSR0000SEFV05
2020-03-01,198.759,CUSR0000SEFV05
2020-04-01,199.425,CUSR0000SEFV05
2020-05-01,199.763,CUSR0000SEFV05
2020-06-01,201.685,CUSR0000SEFV05
2020-07-01,200.591,CUSR0000SEFV05
2020-08-01,202.014,CUSR0000SEFV05
2020-09-01,203.052,CUSR0000SEFV05
2020-10-01,201.58,CUSR0000SEFV05
2020-11-01,201.72,CUSR0000SEFV05
2020-12-01,201.855,CUSR0000SEFV05
2021-01-01,201.915,CUSR0000SEFV05
2021-02-01,202.261,CUSR0000SEFV05
2021-03-01,202.67,CUSR0000SEFV05
2021-04-01,202.9,CUSR0000SEFV05
2021-05-01,204.899,CUSR0000SEFV05
2021-06-01,204.966,CUSR0000SEFV05
2021-07-01,206.824,CUSR0000SEFV05
2021-08-01,207.31,CUSR0000SEFV05
2021-09-01,210.067,CUSR0000SEFV05
2021-10-01,210.568,CUSR0000SEFV05
2021-11-01,210.521,CUSR0000SEFV05
2021-12-01,211.71,CUSR0000SEFV05
2022-01-01,211.806,CUSR0000SEFV05
2022-02-01,213.474,CUSR0000SEFV05
2022-03-01,213.814,CUSR0000SEFV05
2022-04-01,213.997,CUSR0000SEFV05
2022-05-01,215.088,CUSR0000SEFV05
2022-06-01,218.945,CUSR0000SEFV05
2022-07-01,220.606,CUSR0000SEFV05
2022-08-01,220.798,CUSR0000SEFV05
2022-09-01,221.474,CUSR0000SEFV05
2022-10-01,222.016,CUSR0000SEFV05
2022-11-01,222.09,CUSR0000SEFV05
1998-01-01,164.6,CUSR0000SAF116
1998-02-01,164.7,CUSR0000SAF116
1998-03-01,164.9,CUSR0000SAF116
1998-04-01,165.1,CUSR0000SAF116
1998-05-01,165,CUSR0000SAF116
1998-06-01,165.5,CUSR0000SAF116
1998-07-01,165.7,CUSR0000SAF116
1998-08-01,165.8,CUSR0000SAF116
1998-09-01,166.4,CUSR0000SAF116
1998-10-01,166.7,CUSR0000SAF116
1998-11-01,167,CUSR0000SAF116
1998-12-01,167.4,CUSR0000SAF116
1999-01-01,167.6,CUSR0000SAF116
1999-02-01,168.6,CUSR0000SAF116
1999-03-01,168.4,CUSR0000SAF116
1999-04-01,168.8,CUSR0000SAF116
1999-05-01,169.3,CUSR0000SAF116
1999-06-01,169.5,CUSR0000SAF116
1999-07-01,169.9,CUSR0000SAF116
1999-08-01,170.2,CUSR0000SAF116
1999-09-01,170.7,CUSR0000SAF116
1999-10-01,170.5,CUSR0000SAF116
1999-11-01,171.2,CUSR0000SAF116
1999-12-01,171.8,CUSR0000SAF116
2000-01-01,172.4,CUSR0000SAF116
2000-02-01,173,CUSR0000SAF116
2000-03-01,173.5,CUSR0000SAF116
2000-04-01,173.6,CUSR0000SAF116
2000-05-01,173.8,CUSR0000SAF116
2000-06-01,174.4,CUSR0000SAF116
2000-07-01,175.2,CUSR0000SAF116
2000-08-01,175.6,CUSR0000SAF116
2000-09-01,175.5,CUSR0000SAF116
2000-10-01,175.9,CUSR0000SAF116
2000-11-01,176.4,CUSR0000SAF116
2000-12-01,176.5,CUSR0000SAF116
2001-01-01,177.2,CUSR0000SAF116
2001-02-01,177.7,CUSR0000SAF116
2001-03-01,177.8,CUSR0000SAF116
2001-04-01,178.1,CUSR0000SAF116
2001-05-01,178.5,CUSR0000SAF116
2001-06-01,179.1,CUSR0000SAF116
2001-07-01,179.7,CUSR0000SAF116
2001-08-01,180,CUSR0000SAF116
2001-09-01,180.4,CUSR0000SAF116
2001-10-01,180.8,CUSR0000SAF116
2001-11-01,181.2,CUSR0000SAF116
2001-12-01,180.9,CUSR0000SAF116
2002-01-01,181.8,CUSR0000SAF116
2002-02-01,182.6,CUSR0000SAF116
2002-03-01,182.5,CUSR0000SAF116
2002-04-01,182.9,CUSR0000SAF116
2002-05-01,183.3,CUSR0000SAF116
2002-06-01,183.5,CUSR0000SAF116
2002-07-01,183.8,CUSR0000SAF116
2002-08-01,184.2,CUSR0000SAF116
2002-09-01,183.9,CUSR0000SAF116
2002-10-01,184.7,CUSR0000SAF116
2002-11-01,185.1,CUSR0000SAF116
2002-12-01,184.9,CUSR0000SAF116
2003-01-01,185.8,CUSR0000SAF116
2003-02-01,185.8,CUSR0000SAF116
2003-03-01,186.3,CUSR0000SAF116
2003-04-01,186.3,CUSR0000SAF116
2003-05-01,186.6,CUSR0000SAF116
2003-06-01,186.9,CUSR0000SAF116
2003-07-01,187.2,CUSR0000SAF116
2003-08-01,187.2,CUSR0000SAF116
2003-09-01,187.8,CUSR0000SAF116
2003-10-01,188.2,CUSR0000SAF116
2003-11-01,188.7,CUSR0000SAF116
2003-12-01,189.3,CUSR0000SAF116
2004-01-01,189.6,CUSR0000SAF116
2004-02-01,189.7,CUSR0000SAF116
2004-03-01,190.4,CUSR0000SAF116
2004-04-01,191.5,CUSR0000SAF116
2004-05-01,191.5,CUSR0000SAF116
2004-06-01,192.1,CUSR0000SAF116
2004-07-01,192.2,CUSR0000SAF116
2004-08-01,192.7,CUSR0000SAF116
2004-09-01,193.4,CUSR0000SAF116
2004-10-01,193.7,CUSR0000SAF116
2004-11-01,194.3,CUSR0000SAF116
2004-12-01,194.7,CUSR0000SAF116
2005-01-01,194.6,CUSR0000SAF116
2005-02-01,195,CUSR0000SAF116
2005-03-01,195.2,CUSR0000SAF116
2005-04-01,195.5,CUSR0000SAF116
2005-05-01,195.3,CUSR0000SAF116
2005-06-01,195.6,CUSR0000SAF116
2005-07-01,195.8,CUSR0000SAF116
2005-08-01,196.1,CUSR0000SAF116
2005-09-01,196.7,CUSR0000SAF116
2005-10-01,196.9,CUSR0000SAF116
2005-11-01,197.5,CUSR0000SAF116
2005-12-01,197.1,CUSR0000SAF116
2006-01-01,198.3,CUSR0000SAF116
2006-02-01,199.2,CUSR0000SAF116
2006-03-01,199.5,CUSR0000SAF116
2006-04-01,199.7,CUSR0000SAF116
2006-05-01,200.6,CUSR0000SAF116
2006-06-01,201.3,CUSR0000SAF116
2006-07-01,201.3,CUSR0000SAF116
2006-08-01,201.4,CUSR0000SAF116
2006-09-01,201.5,CUSR0000SAF116
2006-10-01,202,CUSR0000SAF116
2006-11-01,202,CUSR0000SAF116
2006-12-01,201.7,CUSR0000SAF116
2007-01-01,203.225,CUSR0000SAF116
2007-02-01,203.948,CUSR0000SAF116
2007-03-01,205.073,CUSR0000SAF116
2007-04-01,205.846,CUSR0000SAF116
2007-05-01,206.389,CUSR0000SAF116
2007-06-01,207.17,CUSR0000SAF116
2007-07-01,207.673,CUSR0000SAF116
2007-08-01,208.477,CUSR0000SAF116
2007-09-01,208.555,CUSR0000SAF116
2007-10-01,209.109,CUSR0000SAF116
2007-11-01,209.377,CUSR0000SAF116
